# g ma[MeV] Ea[MeV] dNdEdtKSVZ[adimensional]
4.e-4 8.45e0 1.47873e2 0
4.e-4 8.45e0 1.48873e2 0
4.e-4 8.45e0 1.49873e2 0
4.e-4 8.45e0 1.50873e2 0
4.e-4 8.45e0 1.51873e2 0
4.e-4 8.45e0 1.52873e2 0
4.e-4 8.45e0 1.53873e2 0
4.e-4 8.45e0 1.54873e2 0
4.e-4 8.45e0 1.55873e2 0
4.e-4 8.45e0 1.56873e2 0
4.e-4 8.45e0 1.57873e2 0
4.e-4 8.45e0 1.58873e2 0
4.e-4 8.45e0 1.59873e2 0
4.e-4 8.45e0 1.60873e2 0
4.e-4 8.45e0 1.61873e2 0
4.e-4 8.45e0 1.62873e2 0
4.e-4 8.45e0 1.63873e2 0
4.e-4 8.45e0 1.64873e2 0
4.e-4 8.45e0 1.65873e2 0
4.e-4 8.45e0 1.66873e2 0
4.e-4 8.45e0 1.67873e2 0
4.e-4 8.45e0 1.68873e2 0
4.e-4 8.45e0 1.69873e2 0
4.e-4 8.45e0 1.70873e2 0
4.e-4 8.45e0 1.71873e2 0
4.e-4 8.45e0 1.72873e2 0
4.e-4 8.45e0 1.73873e2 0
4.e-4 8.45e0 1.74873e2 0
4.e-4 8.45e0 1.75873e2 0
4.e-4 8.45e0 1.76873e2 0
4.e-4 8.45e0 1.77873e2 0
4.e-4 8.45e0 1.78873e2 0
4.e-4 8.45e0 1.79873e2 0
4.e-4 8.45e0 1.80873e2 0
4.e-4 8.45e0 1.81873e2 0
4.e-4 8.45e0 1.82873e2 0
4.e-4 8.45e0 1.83873e2 0
4.e-4 8.45e0 1.84873e2 0
4.e-4 8.45e0 1.85873e2 0
4.e-4 8.45e0 1.86873e2 0
4.e-4 8.45e0 1.87873e2 0
4.e-4 8.45e0 1.88873e2 0
4.e-4 8.45e0 1.89873e2 0
4.e-4 8.45e0 1.90873e2 0
4.e-4 8.45e0 1.91873e2 0
4.e-4 8.45e0 1.92873e2 0
4.e-4 8.45e0 1.93873e2 0
4.e-4 8.45e0 1.94873e2 0
4.e-4 8.45e0 1.95873e2 0
4.e-4 8.45e0 1.96873e2 0
4.e-4 8.45e0 1.97873e2 0
4.e-4 8.45e0 1.98873e2 0
4.e-4 8.45e0 1.99873e2 0
4.e-4 1.59e1 1.6695e1 6.00791e33
4.e-4 1.59e1 1.7695e1 8.99975e33
4.e-4 1.59e1 1.8695e1 1.1163e34
4.e-4 1.59e1 1.9695e1 0
4.e-4 1.59e1 2.0695e1 0
4.e-4 1.59e1 2.1695e1 0
4.e-4 1.59e1 2.2695e1 0
4.e-4 1.59e1 2.3695e1 0
4.e-4 1.59e1 2.4695e1 0
4.e-4 1.59e1 2.5695e1 0
4.e-4 1.59e1 2.6695e1 0
4.e-4 1.59e1 2.7695e1 0
4.e-4 1.59e1 2.8695e1 0
4.e-4 1.59e1 2.9695e1 0
4.e-4 1.59e1 3.0695e1 0
4.e-4 1.59e1 3.1695e1 0
4.e-4 1.59e1 3.2695e1 0
4.e-4 1.59e1 3.3695e1 0
4.e-4 1.59e1 3.4695e1 0
4.e-4 1.59e1 3.5695e1 0
4.e-4 1.59e1 3.6695e1 0
4.e-4 1.59e1 3.7695e1 0
4.e-4 1.59e1 3.8695e1 0
4.e-4 1.59e1 3.9695e1 0
4.e-4 1.59e1 4.0695e1 0
4.e-4 1.59e1 4.1695e1 0
4.e-4 1.59e1 4.2695e1 0
4.e-4 1.59e1 4.3695e1 0
4.e-4 1.59e1 4.4695e1 0
4.e-4 1.59e1 4.5695e1 0
4.e-4 1.59e1 4.6695e1 0
4.e-4 1.59e1 4.7695e1 0
4.e-4 1.59e1 4.8695e1 0
4.e-4 1.59e1 4.9695e1 0
4.e-4 1.59e1 5.0695e1 0
4.e-4 1.59e1 5.1695e1 0
4.e-4 1.59e1 5.2695e1 0
4.e-4 1.59e1 5.3695e1 0
4.e-4 1.59e1 5.4695e1 0
4.e-4 1.59e1 5.5695e1 0
4.e-4 1.59e1 5.6695e1 0
4.e-4 1.59e1 5.7695e1 0
4.e-4 1.59e1 5.8695e1 0
4.e-4 1.59e1 5.9695e1 0
4.e-4 1.59e1 6.0695e1 0
4.e-4 1.59e1 6.1695e1 0
4.e-4 1.59e1 6.2695e1 0
4.e-4 1.59e1 6.3695e1 0
4.e-4 1.59e1 6.4695e1 0
4.e-4 1.59e1 6.5695e1 0
4.e-4 1.59e1 6.6695e1 0
4.e-4 1.59e1 6.7695e1 0
4.e-4 1.59e1 6.8695e1 0
4.e-4 1.59e1 6.9695e1 0
4.e-4 1.59e1 7.0695e1 0
4.e-4 1.59e1 7.1695e1 0
4.e-4 1.59e1 7.2695e1 0
4.e-4 1.59e1 7.3695e1 0
4.e-4 1.59e1 7.4695e1 0
4.e-4 1.59e1 7.5695e1 0
4.e-4 1.59e1 7.6695e1 0
4.e-4 1.59e1 7.7695e1 0
4.e-4 1.59e1 7.8695e1 0
4.e-4 1.59e1 7.9695e1 0
4.e-4 1.59e1 8.0695e1 0
4.e-4 1.59e1 8.1695e1 0
4.e-4 1.59e1 8.2695e1 0
4.e-4 1.59e1 8.3695e1 0
4.e-4 1.59e1 8.4695e1 0
4.e-4 1.59e1 8.5695e1 0
4.e-4 1.59e1 8.6695e1 0
4.e-4 1.59e1 8.7695e1 0
4.e-4 1.59e1 8.8695e1 0
4.e-4 1.59e1 8.9695e1 0
4.e-4 1.59e1 9.0695e1 0
4.e-4 1.59e1 9.1695e1 0
4.e-4 1.59e1 9.2695e1 0
4.e-4 1.59e1 9.3695e1 0
4.e-4 1.59e1 9.4695e1 0
4.e-4 1.59e1 9.5695e1 0
4.e-4 1.59e1 9.6695e1 0
4.e-4 1.59e1 9.7695e1 0
4.e-4 1.59e1 9.8695e1 0
4.e-4 1.59e1 9.9695e1 0
4.e-4 1.59e1 1.00695e2 0
4.e-4 1.59e1 1.01695e2 0
4.e-4 1.59e1 1.02695e2 0
4.e-4 1.59e1 1.03695e2 0
4.e-4 1.59e1 1.04695e2 0
4.e-4 1.59e1 1.05695e2 0
4.e-4 1.59e1 1.06695e2 0
4.e-4 1.59e1 1.07695e2 0
4.e-4 1.59e1 1.08695e2 0
4.e-4 1.59e1 1.09695e2 0
4.e-4 1.59e1 1.10695e2 0
4.e-4 1.59e1 1.11695e2 0
4.e-4 1.59e1 1.12695e2 0
4.e-4 1.59e1 1.13695e2 0
4.e-4 1.59e1 1.14695e2 0
4.e-4 1.59e1 1.15695e2 0
4.e-4 1.59e1 1.16695e2 2.51678e29
4.e-4 1.59e1 1.17695e2 2.18872e29
4.e-4 1.59e1 1.18695e2 1.90321e29
4.e-4 1.59e1 1.19695e2 1.65407e29
4.e-4 1.59e1 1.20695e2 1.43733e29
4.e-4 1.59e1 1.21695e2 1.24915e29
4.e-4 1.59e1 1.22695e2 1.08495e29
4.e-4 1.59e1 1.23695e2 9.42565e28
4.e-4 1.59e1 1.24695e2 8.18581e28
4.e-4 1.59e1 1.25695e2 7.10809e28
4.e-4 1.59e1 1.26695e2 6.17289e28
4.e-4 1.59e1 1.27695e2 5.36059e28
4.e-4 1.59e1 1.28695e2 4.65347e28
4.e-4 1.59e1 1.29695e2 4.03814e28
4.e-4 1.59e1 1.30695e2 3.50377e28
4.e-4 1.59e1 1.31695e2 3.04674e28
4.e-4 1.59e1 1.32695e2 7.28018e28
4.e-4 1.59e1 1.33695e2 9.36852e28
4.e-4 1.59e1 1.34695e2 1.03512e29
4.e-4 1.59e1 1.35695e2 0
4.e-4 1.59e1 1.36695e2 0
4.e-4 1.59e1 1.37695e2 0
4.e-4 1.59e1 1.38695e2 0
4.e-4 1.59e1 1.39695e2 0
4.e-4 1.59e1 1.40695e2 0
4.e-4 1.59e1 1.41695e2 0
4.e-4 1.59e1 1.42695e2 0
4.e-4 1.59e1 1.43695e2 0
4.e-4 1.59e1 1.44695e2 0
4.e-4 1.59e1 1.45695e2 0
4.e-4 1.59e1 1.46695e2 0
4.e-4 1.59e1 1.47695e2 0
4.e-4 1.59e1 1.48695e2 0
4.e-4 1.59e1 1.49695e2 0
4.e-4 1.59e1 1.50695e2 0
4.e-4 1.59e1 1.51695e2 0
4.e-4 1.59e1 1.52695e2 0
4.e-4 1.59e1 1.53695e2 0
4.e-4 1.59e1 1.54695e2 0
4.e-4 1.59e1 1.55695e2 0
4.e-4 1.59e1 1.56695e2 0
4.e-4 1.59e1 1.57695e2 0
4.e-4 1.59e1 1.58695e2 0
4.e-4 1.59e1 1.59695e2 0
4.e-4 1.59e1 1.60695e2 0
4.e-4 1.59e1 1.61695e2 0
4.e-4 1.59e1 1.62695e2 0
4.e-4 1.59e1 1.63695e2 0
4.e-4 1.59e1 1.64695e2 0
4.e-4 1.59e1 1.65695e2 0
4.e-4 1.59e1 1.66695e2 0
4.e-4 1.59e1 1.67695e2 0
4.e-4 1.59e1 1.68695e2 0
4.e-4 1.59e1 1.69695e2 0
4.e-4 1.59e1 1.70695e2 0
4.e-4 1.59e1 1.71695e2 0
4.e-4 1.59e1 1.72695e2 0
4.e-4 1.59e1 1.73695e2 0
4.e-4 1.59e1 1.74695e2 0
4.e-4 1.59e1 1.75695e2 0
4.e-4 1.59e1 1.76695e2 0
4.e-4 1.59e1 1.77695e2 0
4.e-4 1.59e1 1.78695e2 0
4.e-4 1.59e1 1.79695e2 0
4.e-4 1.59e1 1.80695e2 0
4.e-4 1.59e1 1.81695e2 0
4.e-4 1.59e1 1.82695e2 0
4.e-4 1.59e1 1.83695e2 0
4.e-4 1.59e1 1.84695e2 0
4.e-4 1.59e1 1.85695e2 0
4.e-4 1.59e1 1.86695e2 0
4.e-4 1.59e1 1.87695e2 0
4.e-4 1.59e1 1.88695e2 0
4.e-4 1.59e1 1.89695e2 0
4.e-4 1.59e1 1.90695e2 0
4.e-4 1.59e1 1.91695e2 0
4.e-4 1.59e1 1.92695e2 0
4.e-4 1.59e1 1.93695e2 0
4.e-4 1.59e1 1.94695e2 0
4.e-4 1.59e1 1.95695e2 0
4.e-4 1.59e1 1.96695e2 0
4.e-4 1.59e1 1.97695e2 0
4.e-4 1.59e1 1.98695e2 0
4.e-4 1.59e1 1.99695e2 0
4.e-4 2.335e1 2.45175e1 3.56827e33
4.e-4 2.335e1 2.55175e1 4.62053e33
4.e-4 2.335e1 2.65175e1 5.35002e33
4.e-4 2.335e1 2.75175e1 0
4.e-4 2.335e1 2.85175e1 0
4.e-4 2.335e1 2.95175e1 0
4.e-4 2.335e1 3.05175e1 0
4.e-4 2.335e1 3.15175e1 0
4.e-4 2.335e1 3.25175e1 0
4.e-4 2.335e1 3.35175e1 0
4.e-4 2.335e1 3.45175e1 0
4.e-4 2.335e1 3.55175e1 0
4.e-4 2.335e1 3.65175e1 0
4.e-4 2.335e1 3.75175e1 0
4.e-4 2.335e1 3.85175e1 0
4.e-4 2.335e1 3.95175e1 0
4.e-4 2.335e1 4.05175e1 0
4.e-4 2.335e1 4.15175e1 0
4.e-4 2.335e1 4.25175e1 0
4.e-4 2.335e1 4.35175e1 0
4.e-4 2.335e1 4.45175e1 0
4.e-4 2.335e1 4.55175e1 0
4.e-4 2.335e1 4.65175e1 0
4.e-4 2.335e1 4.75175e1 0
4.e-4 2.335e1 4.85175e1 0
4.e-4 2.335e1 4.95175e1 0
4.e-4 2.335e1 5.05175e1 0
4.e-4 2.335e1 5.15175e1 0
4.e-4 2.335e1 5.25175e1 0
4.e-4 2.335e1 5.35175e1 0
4.e-4 2.335e1 5.45175e1 0
4.e-4 2.335e1 5.55175e1 0
4.e-4 2.335e1 5.65175e1 0
4.e-4 2.335e1 5.75175e1 0
4.e-4 2.335e1 5.85175e1 0
4.e-4 2.335e1 5.95175e1 0
4.e-4 2.335e1 6.05175e1 0
4.e-4 2.335e1 6.15175e1 0
4.e-4 2.335e1 6.25175e1 0
4.e-4 2.335e1 6.35175e1 0
4.e-4 2.335e1 6.45175e1 0
4.e-4 2.335e1 6.55175e1 0
4.e-4 2.335e1 6.65175e1 0
4.e-4 2.335e1 6.75175e1 0
4.e-4 2.335e1 6.85175e1 0
4.e-4 2.335e1 6.95175e1 0
4.e-4 2.335e1 7.05175e1 0
4.e-4 2.335e1 7.15175e1 0
4.e-4 2.335e1 7.25175e1 0
4.e-4 2.335e1 7.35175e1 0
4.e-4 2.335e1 7.45175e1 0
4.e-4 2.335e1 7.55175e1 0
4.e-4 2.335e1 7.65175e1 0
4.e-4 2.335e1 7.75175e1 0
4.e-4 2.335e1 7.85175e1 0
4.e-4 2.335e1 7.95175e1 0
4.e-4 2.335e1 8.05175e1 0
4.e-4 2.335e1 8.15175e1 0
4.e-4 2.335e1 8.25175e1 0
4.e-4 2.335e1 8.35175e1 0
4.e-4 2.335e1 8.45175e1 0
4.e-4 2.335e1 8.55175e1 0
4.e-4 2.335e1 8.65175e1 0
4.e-4 2.335e1 8.75175e1 0
4.e-4 2.335e1 8.85175e1 0
4.e-4 2.335e1 8.95175e1 0
4.e-4 2.335e1 9.05175e1 0
4.e-4 2.335e1 9.15175e1 0
4.e-4 2.335e1 9.25175e1 0
4.e-4 2.335e1 9.35175e1 0
4.e-4 2.335e1 9.45175e1 0
4.e-4 2.335e1 9.55175e1 0
4.e-4 2.335e1 9.65175e1 0
4.e-4 2.335e1 9.75175e1 0
4.e-4 2.335e1 9.85175e1 0
4.e-4 2.335e1 9.95175e1 0
4.e-4 2.335e1 1.00518e2 0
4.e-4 2.335e1 1.01518e2 0
4.e-4 2.335e1 1.02518e2 0
4.e-4 2.335e1 1.03518e2 0
4.e-4 2.335e1 1.04518e2 0
4.e-4 2.335e1 1.05518e2 0
4.e-4 2.335e1 1.06518e2 0
4.e-4 2.335e1 1.07518e2 0
4.e-4 2.335e1 1.08518e2 0
4.e-4 2.335e1 1.09518e2 0
4.e-4 2.335e1 1.10518e2 0
4.e-4 2.335e1 1.11518e2 0
4.e-4 2.335e1 1.12518e2 0
4.e-4 2.335e1 1.13518e2 0
4.e-4 2.335e1 1.14518e2 0
4.e-4 2.335e1 1.15518e2 2.9047e29
4.e-4 2.335e1 1.16518e2 2.52698e29
4.e-4 2.335e1 1.17518e2 2.19875e29
4.e-4 2.335e1 1.18518e2 1.91251e29
4.e-4 2.335e1 1.19518e2 1.66276e29
4.e-4 2.335e1 1.20518e2 1.4454e29
4.e-4 2.335e1 1.21518e2 1.25587e29
4.e-4 2.335e1 1.22518e2 1.09174e29
4.e-4 2.335e1 1.23518e2 9.48836e28
4.e-4 2.335e1 1.24518e2 8.24295e28
4.e-4 2.335e1 1.25518e2 7.15998e28
4.e-4 2.335e1 1.26518e2 6.21951e28
4.e-4 2.335e1 1.27518e2 5.40272e28
4.e-4 2.335e1 1.28518e2 4.69182e28
4.e-4 2.335e1 1.29518e2 4.07265e28
4.e-4 2.335e1 1.30518e2 3.54169e28
4.e-4 2.335e1 1.31518e2 3.07425e28
4.e-4 2.335e1 1.32518e2 6.53099e28
4.e-4 2.335e1 1.33518e2 8.96815e28
4.e-4 2.335e1 1.34518e2 1.00666e29
4.e-4 2.335e1 1.35518e2 0
4.e-4 2.335e1 1.36518e2 0
4.e-4 2.335e1 1.37518e2 0
4.e-4 2.335e1 1.38518e2 0
4.e-4 2.335e1 1.39518e2 0
4.e-4 2.335e1 1.40518e2 0
4.e-4 2.335e1 1.41518e2 0
4.e-4 2.335e1 1.42518e2 0
4.e-4 2.335e1 1.43518e2 0
4.e-4 2.335e1 1.44518e2 0
4.e-4 2.335e1 1.45518e2 0
4.e-4 2.335e1 1.46518e2 0
4.e-4 2.335e1 1.47518e2 0
4.e-4 2.335e1 1.48518e2 0
4.e-4 2.335e1 1.49518e2 0
4.e-4 2.335e1 1.50518e2 0
4.e-4 2.335e1 1.51518e2 0
4.e-4 2.335e1 1.52518e2 0
4.e-4 2.335e1 1.53518e2 0
4.e-4 2.335e1 1.54518e2 0
4.e-4 2.335e1 1.55518e2 0
4.e-4 2.335e1 1.56518e2 0
4.e-4 2.335e1 1.57518e2 0
4.e-4 2.335e1 1.58518e2 0
4.e-4 2.335e1 1.59518e2 0
4.e-4 2.335e1 1.60518e2 0
4.e-4 2.335e1 1.61518e2 0
4.e-4 2.335e1 1.62518e2 0
4.e-4 2.335e1 1.63518e2 0
4.e-4 2.335e1 1.64518e2 0
4.e-4 2.335e1 1.65518e2 0
4.e-4 2.335e1 1.66518e2 0
4.e-4 2.335e1 1.67518e2 0
4.e-4 2.335e1 1.68518e2 0
4.e-4 2.335e1 1.69518e2 0
4.e-4 2.335e1 1.70518e2 0
4.e-4 2.335e1 1.71518e2 0
4.e-4 2.335e1 1.72518e2 0
4.e-4 2.335e1 1.73518e2 0
4.e-4 2.335e1 1.74518e2 0
4.e-4 2.335e1 1.75518e2 0
4.e-4 2.335e1 1.76518e2 0
4.e-4 2.335e1 1.77518e2 0
4.e-4 2.335e1 1.78518e2 0
4.e-4 2.335e1 1.79518e2 0
4.e-4 2.335e1 1.80518e2 0
4.e-4 2.335e1 1.81518e2 0
4.e-4 2.335e1 1.82518e2 0
4.e-4 2.335e1 1.83518e2 0
4.e-4 2.335e1 1.84518e2 0
4.e-4 2.335e1 1.85518e2 0
4.e-4 2.335e1 1.86518e2 0
4.e-4 2.335e1 1.87518e2 0
4.e-4 2.335e1 1.88518e2 0
4.e-4 2.335e1 1.89518e2 0
4.e-4 2.335e1 1.90518e2 0
4.e-4 2.335e1 1.91518e2 0
4.e-4 2.335e1 1.92518e2 0
4.e-4 2.335e1 1.93518e2 0
4.e-4 2.335e1 1.94518e2 0
4.e-4 2.335e1 1.95518e2 0
4.e-4 2.335e1 1.96518e2 0
4.e-4 2.335e1 1.97518e2 0
4.e-4 2.335e1 1.98518e2 0
4.e-4 2.335e1 1.99518e2 0
4.e-4 3.08e1 3.234e1 1.80896e33
4.e-4 3.08e1 3.334e1 2.14281e33
4.e-4 3.08e1 3.434e1 2.36739e33
4.e-4 3.08e1 3.534e1 0
4.e-4 3.08e1 3.634e1 0
4.e-4 3.08e1 3.734e1 0
4.e-4 3.08e1 3.834e1 0
4.e-4 3.08e1 3.934e1 0
4.e-4 3.08e1 4.034e1 0
4.e-4 3.08e1 4.134e1 0
4.e-4 3.08e1 4.234e1 0
4.e-4 3.08e1 4.334e1 0
4.e-4 3.08e1 4.434e1 0
4.e-4 3.08e1 4.534e1 0
4.e-4 3.08e1 4.634e1 0
4.e-4 3.08e1 4.734e1 0
4.e-4 3.08e1 4.834e1 0
4.e-4 3.08e1 4.934e1 0
4.e-4 3.08e1 5.034e1 0
4.e-4 3.08e1 5.134e1 0
4.e-4 3.08e1 5.234e1 0
4.e-4 3.08e1 5.334e1 0
4.e-4 3.08e1 5.434e1 0
4.e-4 3.08e1 5.534e1 0
4.e-4 3.08e1 5.634e1 0
4.e-4 3.08e1 5.734e1 0
4.e-4 3.08e1 5.834e1 0
4.e-4 3.08e1 5.934e1 0
4.e-4 3.08e1 6.034e1 0
4.e-4 3.08e1 6.134e1 0
4.e-4 3.08e1 6.234e1 0
4.e-4 3.08e1 6.334e1 0
4.e-4 3.08e1 6.434e1 0
4.e-4 3.08e1 6.534e1 0
4.e-4 3.08e1 6.634e1 0
4.e-4 3.08e1 6.734e1 0
4.e-4 3.08e1 6.834e1 0
4.e-4 3.08e1 6.934e1 0
4.e-4 3.08e1 7.034e1 0
4.e-4 3.08e1 7.134e1 0
4.e-4 3.08e1 7.234e1 0
4.e-4 3.08e1 7.334e1 0
4.e-4 3.08e1 7.434e1 0
4.e-4 3.08e1 7.534e1 0
4.e-4 3.08e1 7.634e1 0
4.e-4 3.08e1 7.734e1 0
4.e-4 3.08e1 7.834e1 0
4.e-4 3.08e1 7.934e1 0
4.e-4 3.08e1 8.034e1 0
4.e-4 3.08e1 8.134e1 0
4.e-4 3.08e1 8.234e1 0
4.e-4 3.08e1 8.334e1 0
4.e-4 3.08e1 8.434e1 0
4.e-4 3.08e1 8.534e1 0
4.e-4 3.08e1 8.634e1 0
4.e-4 3.08e1 8.734e1 0
4.e-4 3.08e1 8.834e1 0
4.e-4 3.08e1 8.934e1 0
4.e-4 3.08e1 9.034e1 0
4.e-4 3.08e1 9.134e1 0
4.e-4 3.08e1 9.234e1 0
4.e-4 3.08e1 9.334e1 0
4.e-4 3.08e1 9.434e1 0
4.e-4 3.08e1 9.534e1 0
4.e-4 3.08e1 9.634e1 0
4.e-4 3.08e1 9.734e1 0
4.e-4 3.08e1 9.834e1 0
4.e-4 3.08e1 9.934e1 0
4.e-4 3.08e1 1.0034e2 0
4.e-4 3.08e1 1.0134e2 0
4.e-4 3.08e1 1.0234e2 0
4.e-4 3.08e1 1.0334e2 0
4.e-4 3.08e1 1.0434e2 0
4.e-4 3.08e1 1.0534e2 0
4.e-4 3.08e1 1.0634e2 0
4.e-4 3.08e1 1.0734e2 0
4.e-4 3.08e1 1.0834e2 0
4.e-4 3.08e1 1.0934e2 0
4.e-4 3.08e1 1.1034e2 0
4.e-4 3.08e1 1.1134e2 0
4.e-4 3.08e1 1.1234e2 0
4.e-4 3.08e1 1.1334e2 3.81288e29
4.e-4 3.08e1 1.1434e2 3.31973e29
4.e-4 3.08e1 1.1534e2 2.89e29
4.e-4 3.08e1 1.1634e2 2.51545e29
4.e-4 3.08e1 1.1734e2 2.18963e29
4.e-4 3.08e1 1.1834e2 1.90568e29
4.e-4 3.08e1 1.1934e2 1.65781e29
4.e-4 3.08e1 1.2034e2 1.44108e29
4.e-4 3.08e1 1.2134e2 1.25327e29
4.e-4 3.08e1 1.2234e2 1.09e29
4.e-4 3.08e1 1.2334e2 9.47836e28
4.e-4 3.08e1 1.2434e2 8.23808e28
4.e-4 3.08e1 1.2534e2 7.15898e28
4.e-4 3.08e1 1.2634e2 6.221e28
4.e-4 3.08e1 1.2734e2 5.40632e28
4.e-4 3.08e1 1.2834e2 4.69737e28
4.e-4 3.08e1 1.2934e2 4.08718e28
4.e-4 3.08e1 1.3034e2 3.54877e28
4.e-4 3.08e1 1.3134e2 3.08133e28
4.e-4 3.08e1 1.3234e2 5.5589e28
4.e-4 3.08e1 1.3334e2 8.48784e28
4.e-4 3.08e1 1.3434e2 9.70961e28
4.e-4 3.08e1 1.3534e2 0
4.e-4 3.08e1 1.3634e2 0
4.e-4 3.08e1 1.3734e2 0
4.e-4 3.08e1 1.3834e2 0
4.e-4 3.08e1 1.3934e2 0
4.e-4 3.08e1 1.4034e2 0
4.e-4 3.08e1 1.4134e2 0
4.e-4 3.08e1 1.4234e2 0
4.e-4 3.08e1 1.4334e2 0
4.e-4 3.08e1 1.4434e2 0
4.e-4 3.08e1 1.4534e2 0
4.e-4 3.08e1 1.4634e2 0
4.e-4 3.08e1 1.4734e2 0
4.e-4 3.08e1 1.4834e2 0
4.e-4 3.08e1 1.4934e2 0
4.e-4 3.08e1 1.5034e2 0
4.e-4 3.08e1 1.5134e2 0
4.e-4 3.08e1 1.5234e2 0
4.e-4 3.08e1 1.5334e2 0
4.e-4 3.08e1 1.5434e2 0
4.e-4 3.08e1 1.5534e2 0
4.e-4 3.08e1 1.5634e2 0
4.e-4 3.08e1 1.5734e2 0
4.e-4 3.08e1 1.5834e2 0
4.e-4 3.08e1 1.5934e2 0
4.e-4 3.08e1 1.6034e2 0
4.e-4 3.08e1 1.6134e2 0
4.e-4 3.08e1 1.6234e2 0
4.e-4 3.08e1 1.6334e2 0
4.e-4 3.08e1 1.6434e2 0
4.e-4 3.08e1 1.6534e2 0
4.e-4 3.08e1 1.6634e2 0
4.e-4 3.08e1 1.6734e2 0
4.e-4 3.08e1 1.6834e2 0
4.e-4 3.08e1 1.6934e2 0
4.e-4 3.08e1 1.7034e2 0
4.e-4 3.08e1 1.7134e2 0
4.e-4 3.08e1 1.7234e2 0
4.e-4 3.08e1 1.7334e2 0
4.e-4 3.08e1 1.7434e2 0
4.e-4 3.08e1 1.7534e2 0
4.e-4 3.08e1 1.7634e2 0
4.e-4 3.08e1 1.7734e2 0
4.e-4 3.08e1 1.7834e2 0
4.e-4 3.08e1 1.7934e2 0
4.e-4 3.08e1 1.8034e2 0
4.e-4 3.08e1 1.8134e2 0
4.e-4 3.08e1 1.8234e2 0
4.e-4 3.08e1 1.8334e2 0
4.e-4 3.08e1 1.8434e2 0
4.e-4 3.08e1 1.8534e2 0
4.e-4 3.08e1 1.8634e2 0
4.e-4 3.08e1 1.8734e2 0
4.e-4 3.08e1 1.8834e2 0
4.e-4 3.08e1 1.8934e2 0
4.e-4 3.08e1 1.9034e2 0
4.e-4 3.08e1 1.9134e2 0
4.e-4 3.08e1 1.9234e2 0
4.e-4 3.08e1 1.9334e2 0
4.e-4 3.08e1 1.9434e2 0
4.e-4 3.08e1 1.9534e2 0
4.e-4 3.08e1 1.9634e2 0
4.e-4 3.08e1 1.9734e2 0
4.e-4 3.08e1 1.9834e2 0
4.e-4 3.08e1 1.9934e2 0
4.e-4 3.825e1 4.01625e1 7.91873e32
4.e-4 3.825e1 4.11625e1 8.96806e32
4.e-4 3.825e1 4.21625e1 9.5847e32
4.e-4 3.825e1 4.31625e1 9.84737e32
4.e-4 3.825e1 4.41625e1 9.89013e32
4.e-4 3.825e1 4.51625e1 9.7352e32
4.e-4 3.825e1 4.61625e1 0
4.e-4 3.825e1 4.71625e1 0
4.e-4 3.825e1 4.81625e1 0
4.e-4 3.825e1 4.91625e1 0
4.e-4 3.825e1 5.01625e1 0
4.e-4 3.825e1 5.11625e1 0
4.e-4 3.825e1 5.21625e1 0
4.e-4 3.825e1 5.31625e1 0
4.e-4 3.825e1 5.41625e1 0
4.e-4 3.825e1 5.51625e1 0
4.e-4 3.825e1 5.61625e1 0
4.e-4 3.825e1 5.71625e1 0
4.e-4 3.825e1 5.81625e1 0
4.e-4 3.825e1 5.91625e1 0
4.e-4 3.825e1 6.01625e1 0
4.e-4 3.825e1 6.11625e1 0
4.e-4 3.825e1 6.21625e1 0
4.e-4 3.825e1 6.31625e1 0
4.e-4 3.825e1 6.41625e1 0
4.e-4 3.825e1 6.51625e1 0
4.e-4 3.825e1 6.61625e1 0
4.e-4 3.825e1 6.71625e1 0
4.e-4 3.825e1 6.81625e1 0
4.e-4 3.825e1 6.91625e1 0
4.e-4 3.825e1 7.01625e1 0
4.e-4 3.825e1 7.11625e1 0
4.e-4 3.825e1 7.21625e1 0
4.e-4 3.825e1 7.31625e1 0
4.e-4 3.825e1 7.41625e1 0
4.e-4 3.825e1 7.51625e1 0
4.e-4 3.825e1 7.61625e1 0
4.e-4 3.825e1 7.71625e1 0
4.e-4 3.825e1 7.81625e1 0
4.e-4 3.825e1 7.91625e1 0
4.e-4 3.825e1 8.01625e1 0
4.e-4 3.825e1 8.11625e1 0
4.e-4 3.825e1 8.21625e1 0
4.e-4 3.825e1 8.31625e1 0
4.e-4 3.825e1 8.41625e1 0
4.e-4 3.825e1 8.51625e1 0
4.e-4 3.825e1 8.61625e1 0
4.e-4 3.825e1 8.71625e1 0
4.e-4 3.825e1 8.81625e1 0
4.e-4 3.825e1 8.91625e1 0
4.e-4 3.825e1 9.01625e1 0
4.e-4 3.825e1 9.11625e1 0
4.e-4 3.825e1 9.21625e1 0
4.e-4 3.825e1 9.31625e1 0
4.e-4 3.825e1 9.41625e1 0
4.e-4 3.825e1 9.51625e1 0
4.e-4 3.825e1 9.61625e1 0
4.e-4 3.825e1 9.71625e1 0
4.e-4 3.825e1 9.81625e1 0
4.e-4 3.825e1 9.91625e1 0
4.e-4 3.825e1 1.00163e2 0
4.e-4 3.825e1 1.01163e2 0
4.e-4 3.825e1 1.02163e2 0
4.e-4 3.825e1 1.03163e2 0
4.e-4 3.825e1 1.04163e2 0
4.e-4 3.825e1 1.05163e2 0
4.e-4 3.825e1 1.06163e2 0
4.e-4 3.825e1 1.07163e2 0
4.e-4 3.825e1 1.08163e2 0
