# Ea rad s(Ea,rad)
6.744444e+01 3.000000e+00 3.299464e-01
6.744444e+01 4.000000e+00 3.411450e-01
6.744444e+01 5.000000e+00 3.569317e-01
6.744444e+01 6.000000e+00 3.869763e-01
6.744444e+01 7.000000e+00 3.973706e-01
6.744444e+01 8.000000e+00 3.496450e-01
6.744444e+01 9.000000e+00 3.035994e-01
6.744444e+01 1.000000e+01 2.805172e-01
6.744444e+01 1.100000e+01 2.708525e-01
6.744444e+01 1.200000e+01 2.690469e-01
6.744444e+01 1.300000e+01 2.714411e-01
6.744444e+01 1.400000e+01 2.774940e-01
6.744444e+01 1.500000e+01 2.835173e-01
6.744444e+01 1.600000e+01 2.924872e-01
6.744444e+01 1.700000e+01 3.002058e-01
6.744444e+01 1.800000e+01 3.117407e-01
6.744444e+01 1.900000e+01 3.158082e-01
6.744444e+01 2.000000e+01 3.139906e-01
7.046465e+01 0.000000e+00 3.254943e-01
7.046465e+01 1.000000e+00 3.300542e-01
7.046465e+01 2.000000e+00 3.364073e-01
7.046465e+01 3.000000e+00 3.475815e-01
7.046465e+01 4.000000e+00 3.582572e-01
7.046465e+01 5.000000e+00 3.732151e-01
7.046465e+01 6.000000e+00 4.011797e-01
7.046465e+01 7.000000e+00 4.074296e-01
7.046465e+01 8.000000e+00 3.549320e-01
7.046465e+01 9.000000e+00 3.068179e-01
7.046465e+01 1.000000e+01 2.829658e-01
7.046465e+01 1.100000e+01 2.729752e-01
7.046465e+01 1.200000e+01 2.710301e-01
7.046465e+01 1.300000e+01 2.733516e-01
7.046465e+01 1.400000e+01 2.793869e-01
7.046465e+01 1.500000e+01 2.852985e-01
7.046465e+01 1.600000e+01 2.941499e-01
7.046465e+01 1.700000e+01 3.015690e-01
7.046465e+01 1.800000e+01 3.125143e-01
7.046465e+01 1.900000e+01 3.152185e-01
7.046465e+01 2.000000e+01 3.121103e-01
7.348485e+01 0.000000e+00 3.440933e-01
7.348485e+01 1.000000e+00 3.486299e-01
